pr,pr_1,tas,tas_1,tasmax,tasmax_1,tasmin,tasmin_1,deltemp,deltemp_1,dengue_befor,dengue_befor_1,dengue_incidence
-0.97206039,-0.811447574,-1.961197234,-1.782828721,-1.020055005,-0.956509073,-1.917248552,-2.053948417,1.362588653,1.54770771,-0.588694697,-0.757089255,0.54
-0.806726035,-0.839327676,-1.756048844,-0.872069948,-0.952999735,-0.527714629,-2.031845246,-1.240757052,1.536431667,0.974569073,-0.761267138,-0.757089255,0.66
-0.834613758,-0.883139266,-0.853395931,0.494068211,-0.52384601,1.156196888,-1.223636984,-0.287988065,0.9647556,1.185725413,-0.761267138,-0.757089255,0.48
-0.878437322,-0.407186085,0.50058344,1.363428858,1.161476431,1.942320036,-0.276706408,0.728501141,1.175373099,0.649455343,-0.761267138,-0.757089255,1.98
-0.402354059,0.603467638,1.362206676,0.328475707,1.94825826,0.240542084,0.733553919,0.549477669,0.640471515,-0.426436484,-0.761267138,-0.757089255,5.88
0.608575882,0.487964355,0.336464728,0.576864463,0.245054414,0.280741563,0.555627473,0.801324248,-0.432674787,-0.67781308,-0.761267138,-0.757089255,16.36
0.493041031,0.034912687,0.582642796,0.494068211,0.285287576,0.40580661,0.805930778,0.804358545,-0.683409904,-0.583965817,-0.761267138,-0.757089255,25.59
0.039865541,0.724945228,0.50058344,0.287077581,0.410457412,-0.344583668,0.808946481,0.79222136,-0.589802127,-1.133642639,-0.761267138,-0.757089255,26.44
0.730086673,1.377140487,0.29543505,0.162883203,-0.340561607,-0.045320879,0.796883671,0.500928931,-1.13807625,-0.587317505,-0.761267138,-0.757089255,16.06
1.382460181,0.896208716,0.172346017,0.038688825,-0.04104807,-0.456248888,0.507376234,0.252116648,-0.593145262,-0.620834385,-0.761267138,-0.757089255,10.06
0.901396968,-0.637196932,0.049256983,-0.996264326,-0.452320389,-1.068174293,0.260088631,-1.183105425,-0.626576611,0.501981074,-0.761267138,-0.757089255,6.83
-0.632427769,-0.906040779,-0.976484964,-2.072615603,-1.064758518,-1.952562835,-1.166338637,-2.066085601,0.49337358,0.81703974,-0.761267138,-0.757089255,2.75
-0.901345094,-0.976736754,-2.043256589,-2.155411856,-1.949888076,-2.001695532,-2.043908056,-2.493921357,0.80762826,1.256110859,-0.761267138,1.429293054,2.4
-0.97206039,-0.976736754,-2.125315945,-0.499486814,-1.99906194,0.486205568,-2.469122104,-1.516878,1.245578931,2.037054148,1.42928949,1.429293054,0.86
-0.97206039,-0.810451856,-0.48412883,0.204281329,0.490923735,0.928399839,-1.498065909,-0.724926709,2.024529362,1.497432391,1.42928949,1.429293054,1.41
-0.805730045,-0.001928878,0.213375695,1.23923448,0.933488514,1.424193416,-0.710967564,0.613197888,1.486284644,0.388023684,1.42928949,1.429293054,0.98
0.003013908,0.43718274,1.239117642,0.783855093,1.429697509,0.763135314,0.618957225,0.689055291,0.379706993,-0.188466641,1.42928949,1.429293054,4.79
0.442245537,0.419259817,0.787791185,0.452670085,0.768085516,-0.55898089,0.694349787,0.610163592,-0.195312209,-1.093422384,1.42928949,1.429293054,7.91
0.424317715,0.257953508,0.459553762,0.494068211,-0.555138469,-0.491981759,0.615941523,0.783118472,-1.097958631,-1.234193277,1.42928949,1.429293054,6.93
0.262967321,0.285833611,0.50058344,0.576864463,-0.4880832,-0.014054617,0.787836563,0.692089588,-1.238370297,-0.77501203,1.42928949,1.429293054,6.99
0.290855043,0.932054562,0.582642796,0.576864463,-0.00975561,0.133343473,0.697365489,0.631403665,-0.780360816,-0.597372569,1.42928949,1.429293054,3.92
0.937252611,1.247697154,0.582642796,0.328475707,0.137765983,-0.121253228,0.63705144,0.379557085,-0.603174666,-0.510228683,1.42928949,1.429293054,3.8
1.25298147,-0.976736754,0.336464728,-0.623681192,-0.117044042,-0.545581064,0.386748135,-0.785612631,-0.516253159,0.458409131,1.42928949,1.429293054,4.17
-0.97206039,-0.902057907,-0.607217863,-1.700032469,-0.541727415,-1.380836909,-0.771281613,-1.732313026,0.449912826,0.877370123,1.42928949,1.429293054,1.41
-0.897361133,-0.760665958,-1.673989488,-0.996264326,-1.377683109,-0.67064611,-1.712180784,-1.210414091,0.867804688,0.837149867,1.42928949,-0.145902333,1.29
-0.755930541,-0.976736754,-0.976484964,-0.872069948,-0.666897252,0.370073739,-1.193479959,-1.753553099,0.827687069,2.214693609,-0.148913316,-0.145902333,0.86
-0.97206039,-0.933920882,-0.853395931,0.494068211,0.374694602,1.169596714,-1.733290701,-0.278885176,2.201715512,1.189077101,-0.148913316,-0.145902333,1.04
-0.929232816,-0.937903754,0.50058344,2.067197001,1.174887485,2.567645268,-0.267659301,0.777049879,1.178716233,1.068416335,-0.148913316,-0.145902333,1.35
-0.933216776,-0.514723624,2.0597112,1.984400748,2.574107442,2.134384214,0.781805159,1.338394665,1.058363377,0.119888649,-0.148913316,-0.145902333,4.4
-0.509920988,0.245009175,1.977651844,1.280632606,2.140483366,1.209796193,1.339710115,1.037999347,0.112256201,-0.242093648,-0.148913316,-0.145902333,12.16
0.25001945,0.163360303,1.28014732,0.825253219,1.215120646,0.29414139,1.041155571,0.998553497,-0.248802367,-0.882266044,-0.148913316,-0.145902333,38.66
0.168348262,3.709111934,0.828820863,0.204281329,0.298698629,-0.366916712,1.001951439,0.728501141,-0.887341133,-1.080015632,-0.148913316,-0.145902333,49.27
3.71506897,0.97686187,0.213375695,0.369873833,-0.362913363,0.048477906,0.733553919,0.719398253,-1.084586092,-0.75825359,-0.148913316,-0.145902333,18.55
0.982072165,0.712000895,0.377494406,0.121485077,0.052829308,-0.384783147,0.724506812,0.625335073,-0.763645141,-0.979464994,-0.148913316,-0.145902333,6.83
0.717138802,-0.976736754,0.131316339,-0.74787557,-0.380794768,-0.728712025,0.631020035,-0.597486271,-0.984292045,0.113185273,-0.148913316,-0.145902333,1.52
-0.97206039,-0.915997959,-0.730306897,-1.286051209,-0.725011819,-1.269171689,-0.58430806,-1.152762464,0.105569932,0.320989925,-0.148913316,-0.145902333,1.4
-0.911304994,-0.950848087,-1.263692709,-1.617236217,-1.265924326,-1.523768391,-1.136181612,-1.562392442,0.312844295,0.582421584,-0.148913316,1.976583161,0.61
-0.946164648,-0.96877101,-1.591930133,-0.872069948,-1.520734351,-0.036387661,-1.543301446,-1.486535039,0.573608817,1.614741469,1.977624504,1.976583161,0.3
-0.964092469,-0.37532311,-0.853395931,-0.499486814,-0.032107367,-0.74657846,-1.467908884,-0.630863528,1.603294365,0.136647089,1.977624504,1.976583161,0.49
-0.370482376,-0.054701929,-0.48412883,0.287077581,-0.742893224,0.647003485,-0.617480788,0.197499317,0.128971876,0.267362918,1.977624504,1.976583161,0.18
-0.049773567,1.937729695,0.29543505,0.287077581,0.651856382,0.119943647,0.205805987,0.728501141,0.259354137,-0.714681647,1.977624504,1.976583161,2.56
1.943202602,1.181979769,0.29543505,0.494068211,0.124354929,-0.304384189,0.733553919,0.980347721,-0.720184388,-1.3112821,1.977624504,1.976583161,3.72
1.187246124,0.927075973,0.50058344,0.452670085,-0.300328445,-0.036387661,0.983857224,0.895387429,-1.315262399,-1.016333561,1.977624504,1.976583161,1.95
0.932272661,1.617108514,0.459553762,0.121485077,-0.032107367,-0.742111851,0.899417555,0.676918107,-1.021066528,-1.301227036,1.977624504,1.976583161,2.31
1.622493793,1.561348309,0.131316339,0.245679455,-0.738422873,-0.52324802,0.682286977,0.728501141,-1.305232995,-1.19732471,1.977624504,1.976583161,0.85
1.566718348,-0.282721341,0.254405373,-0.044107427,-0.519375659,-0.469648715,0.733553919,0.364385605,-1.201595813,-0.754901902,1.977624504,1.976583161,0.61
-0.277855298,-0.910023651,-0.032802373,-0.665079318,-0.465731443,-0.692979154,0.371669623,-0.822024185,-0.760302007,0.388023684,1.977624504,1.976583161,0.85
-0.905329054,-0.970762446,-0.648247541,-1.451643713,-0.689249008,-1.505901956,-0.807470043,-1.431917709,0.379706993,0.451705755,1.977624504,1.976583161,0.18
-0.966084449,-0.867207779,-1.427811421,-1.451643713,-1.502852945,-1.014574988,-1.41362624,-1.474397854,0.443226556,0.867315059,1.977624504,-0.862657905,0.43
-0.86250148,-0.976736754,-1.427811421,-0.582283066,-1.011114302,0.334340869,-1.455846074,-1.42281482,0.857775283,1.819194433,-0.867037344,-0.862657905,0.43
-0.97206039,-0.894092164,-0.566188185,0.369873833,0.338931791,1.026665233,-1.404579132,-0.297090953,1.807225594,1.098581526,-0.867037344,-0.862657905,0.06
-0.889393213,-0.220986827,0.377494406,1.156438228,1.031836243,1.74132264,-0.285753516,0.622300776,1.088451591,0.619290152,-0.867037344,-0.862657905,0.36
-0.216103912,1.177996897,1.157058286,0.825253219,1.747092451,0.772068531,0.628004333,0.913593206,0.610383301,-0.429788172,-0.867037344,-0.862657905,1.03
1.183262163,-0.420130418,0.828820863,0.659660715,0.777026219,0.021678253,0.91751177,1.01979357,-0.436017922,-1.113532511,-0.867037344,-0.862657905,3.88
-0.41530193,0.078724277,0.664702151,0.411271959,0.0260072,-0.210585404,1.023061356,0.843804394,-1.11801744,-1.090070696,-0.867037344,-0.862657905,5.03
0.083689105,0.869324331,0.418524084,0.452670085,-0.206451068,-0.313317407,0.848150613,0.907524613,-1.094615496,-1.237544965,-0.867037344,-0.862657905,6.54
0.874505236,0.81157269,0.459553762,0.452670085,-0.309269148,-0.18825236,0.911480365,0.786152768,-1.241713432,-1.009630185,-0.867037344,-0.862657905,6.17
0.81673781,-0.179166673,0.459553762,0.328475707,-0.184099311,0.10654382,0.790852266,0.461483081,-1.014380259,-0.429788172,-0.867037344,-0.862657905,5.74
-0.174272328,-0.590398188,0.336464728,0.162883203,0.110943875,-0.031921052,0.468172102,0.331008347,-0.436017922,-0.389567917,-0.867037344,-0.862657905,3.63
-0.585616235,-0.966779574,0.172346017,-0.9548662,-0.027637016,-0.59918037,0.338496895,-1.058699284,-0.395900303,0.71984079,-0.867037344,-0.862657905,1.09
-0.962100489,-0.727807266,-0.935455286,-1.410245587,-0.595371631,-1.010108379,-1.042694836,-1.413711932,0.710677348,0.806984676,-0.867037344,-0.407045836,1.69
-0.723062868,-0.662089881,-1.386781743,0.121485077,-1.006643951,0.459405915,-1.395532025,-0.199993477,0.797598855,0.565663145,-0.410555404,-0.407045836,1.27
-0.657327522,-0.806468984,0.131316339,0.411271959,0.464101628,0.941799665,-0.189251037,-0.470045833,0.556893143,1.22259398,-0.410555404,-0.407045836,1.81
-0.801746085,-0.964788138,0.418524084,1.901604496,0.946899568,2.129917606,-0.457648557,0.943936167,1.212147582,0.555608081,-0.410555404,-0.407045836,6.82
-0.960108509,-0.081586314,1.895592488,1.322030732,2.136013015,1.526925418,0.947668794,0.989450609,0.546863738,0.05285489,-0.410555404,-0.407045836,18.26
-0.0766653,-0.581436726,1.321176998,0.949447597,1.532515589,0.446006089,0.992904331,1.277708742,0.045393504,-1.073312256,-0.410555404,-0.407045836,30.03
-0.576652324,1.74057754,0.951909897,0.535466337,0.450690574,-0.201652187,1.279396066,0.88628454,-1.077899822,-1.130290951,-0.410555404,-0.407045836,38.68
1.745996564,2.004442798,0.541613118,0.287077581,-0.197510365,-0.742111851,0.890370447,0.83166721,-1.134733115,-1.475514808,-0.410555404,-0.407045836,30.12
2.009933938,1.767461925,0.29543505,0.369873833,-0.738422873,-0.474115323,0.836087803,0.65871233,-1.479076009,-1.086719008,-0.410555404,-0.407045836,17.12
1.772888296,0.2519792,0.377494406,-0.168301806,-0.470201795,-1.023508205,0.664192762,0.209636502,-1.091272361,-0.999575121,-0.410555404,-0.407045836,5.22
0.25699138,-0.126393622,-0.155891406,-0.085505554,-1.020055005,-0.326717233,0.217868797,0.130744802,-1.004350854,-0.389567917,-0.410555404,-0.407045836,1.86
-0.121484854,-0.709884342,-0.073832051,-2.279606234,-0.322680202,-2.711886331,0.139460532,-1.799067541,-0.395900303,-0.047695748,-0.410555404,-0.407045836,0.9
-0.705135046,-0.976736754,-2.248404979,-2.196809982,-2.709847797,-1.858764051,-1.778526238,-2.16925167,-0.054900543,1.001382576,-0.410555404,2.359964049,0.24
-0.97206039,-0.976736754,-2.166345623,-0.9548662,-1.856010698,-0.036387661,-2.14644194,-1.50170652,0.991500679,1.62814822,2.361737356,2.359964049,0.18
-0.97206039,-0.917989395,-0.935455286,0.452670085,-0.032107367,1.486725939,-1.482987396,-0.600520567,1.616666905,1.778974177,2.361737356,2.359964049,0
-0.913296975,-0.629231188,0.459553762,1.23923448,1.492282427,1.790455337,-0.587323763,0.695123884,1.767107975,0.57236652,2.361737356,2.359964049,0
-0.624459849,1.374153334,1.239117642,1.03224385,1.796266316,1.205329584,0.700381192,0.919661798,0.563579412,-0.111377818,2.361737356,2.359964049,0.3
1.379472211,-0.397228905,1.033969253,0.908049471,1.210650295,0.245008693,0.923543175,1.086548085,-0.118420106,-1.016333561,2.361737356,2.359964049,1.62
-0.392394158,0.7677611,0.910880219,0.576864463,0.249524765,-0.366916712,1.08940681,1.001587794,-1.021066528,-1.381667546,2.361737356,2.359964049,1.74
0.772914247,1.326358872,0.582642796,0.369873833,-0.362913363,-0.232918448,1.004967141,0.852907283,-1.385468232,-1.116884199,2.361737356,2.359964049,1.85
1.331664687,0.790662613,0.377494406,0.411271959,-0.228802824,-0.161452708,0.85719772,0.79222136,-1.121360575,-0.996223434,2.361737356,2.359964049,2.45
0.795822019,0.31072656,0.418524084,0.287077581,-0.157277203,-0.317784015,0.796883671,0.403831454,-1.001007719,-0.687868143,2.361737356,2.359964049,0.95
0.315754796,-0.817421881,0.29543505,-0.33389431,-0.313739499,-0.63491324,0.410873755,-0.203027773,-0.693439309,-0.248797024,2.361737356,2.359964049,0.48
-0.812701976,-0.976736754,-0.320010118,-1.286051209,-0.631134441,-1.702432743,-0.192266739,-1.286271494,-0.255488637,0.143350465,2.361737356,2.359964049,0.18
-0.97206039,-0.191115289,-1.263692709,-1.782828721,-1.699548403,-1.952562835,-1.268872521,-1.577563923,0.135658146,0.277417982,2.361737356,-0.971004678,0.12
-0.186224209,-0.976736754,-1.756048844,-0.913468074,-1.949888076,-0.237385057,-1.558379958,-1.504740816,0.269383542,1.484025639,-0.975590976,-0.971004678,0.12
-0.97206039,-0.702914317,-0.894425608,0.535466337,-0.233273176,1.241062455,-1.486003099,-0.427565687,1.472912104,1.403585129,-0.975590976,-0.971004678,0
-0.698163115,-0.441040495,0.541613118,1.280632606,1.246413106,1.428660024,-0.415428722,0.428105824,1.392676867,0.599180024,-0.975590976,-0.971004678,0.3
-0.436217722,-0.21501252,1.28014732,1.570419488,1.43416786,1.424193416,0.434999375,1.09868527,0.590324492,-0.148246386,-0.975590976,-0.971004678,1.96
-0.210127972,-0.825387625,1.567355065,1.363428858,1.429697509,0.856934098,1.10146962,1.1533026,-0.15519459,-0.630889449,-0.975590976,-0.971004678,3.51
-0.820669896,0.220116226,1.362206676,0.659660715,0.861962894,-0.326717233,1.155752265,0.959107648,-0.636606015,-1.304578724,-0.975590976,-0.971004678,4.93
0.225119697,0.447139919,0.664702151,0.659660715,-0.322680202,-0.206118795,0.962747307,0.880215948,-1.30857613,-1.126939263,-0.975590976,-0.971004678,6.59
0.452205438,0.411294073,0.664702151,0.659660715,-0.201980716,0.012745036,0.884339043,0.910558909,-1.13138998,-0.996223434,-0.975590976,-0.971004678,8.24
0.416349795,-0.048727622,0.664702151,0.287077581,0.017066497,-0.393716365,0.914496067,0.346179828,-1.001007719,-0.67781308,-0.975590976,-0.971004678,4.75
-0.043797627,-0.188128135,0.29543505,0.080086951,-0.389735471,0.066344341,0.353575408,0.015441549,-0.683409904,0.036096451,-0.975590976,-0.971004678,6.6
-0.183236239,-0.927946574,0.090286661,-0.872069948,0.070710713,-0.742111851,0.024863839,-1.037459211,0.028677829,0.58912496,-0.975590976,-0.971004678,2.72
-0.923256876,-0.636201214,-0.853395931,-2.072615603,-0.738422873,-1.532701608,-1.021584918,-2.281520627,0.580295087,1.370068249,-0.975590976,-0.279252207,0.4
-0.631431779,-0.525676521,-2.043256589,-0.996264326,-1.529675053,-0.429449235,-2.258022931,-1.337854528,1.359245518,1.155560221,-0.282517786,-0.279252207,0.23
-0.520876879,-0.976736754,-0.976484964,1.156438228,-0.425498282,1.459926286,-1.320139463,0.003304364,1.145284884,1.091878151,-0.282517786,-0.279252207,0.06
-0.97206039,-0.800494676,1.157058286,2.398382009,1.465460319,2.59444492,0.012801029,1.165439785,1.081765321,0.659510407,-0.282517786,-0.279252207,0.23
-0.795770144,-0.123406468,2.387948623,1.86020637,2.60092955,1.848521251,1.167815075,1.177576969,0.65050092,0.083020082,-0.282517786,-0.279252207,0.69
-0.118496883,1.374153334,1.85456281,0.618262589,1.854380883,-0.063187314,1.179877885,0.865044467,0.075481718,-1.002926809,-0.282517786,-0.279252207,0.92
1.379472211,0.637322048,0.623672474,0.411271959,-0.058929475,-0.447315671,0.86926053,0.919661798,-1.007693989,-1.354854043,-0.282517786,-0.279252207,9.76
0.642439545,0.338606662,0.418524084,0.452670085,-0.443379687,-0.554514282,0.923543175,0.895387429,-1.358723153,-1.405129362,-0.282517786,-0.279252207,16.28
0.343642518,1.145138204,0.459553762,0.411271959,-0.550668118,-0.648313066,0.899417555,0.880215948,-1.408870176,-1.458756369,-0.282517786,-0.279252207,9.4
1.15039449,0.434195586,0.418524084,0.411271959,-0.644545495,-0.246318275,0.884339043,0.585889223,-1.462360335,-0.831990725,-0.282517786,-0.279252207,4.9
0.439257567,0.071754251,0.418524084,-0.12690368,-0.242213878,-0.407116191,0.591815903,0.036681622,-0.837194109,-0.345995974,-0.282517786,-0.279252207,1.84
0.076717174,-0.916993677,-0.114861728,-1.079060578,-0.403146525,-1.278104907,0.045973756,-0.828092777,-0.352439549,-0.04434406,-0.282517786,-0.279252207,0.63
-0.912300985,-0.702914317,-1.05854432,-1.203254957,-1.274865029,-1.680099699,-0.813501448,-0.885744404,-0.051557408,-0.282313903,-0.282517786,-0.151458577,0.75
-0.698163115,-0.976736754,-1.181633354,-0.665079318,-1.677196646,0.084210776,-0.870799795,-1.437986301,-0.288919986,1.651610036,-0.154480169,-0.151458577,0.29
-0.97206039,-0.976736754,-0.648247541,1.03224385,0.088592118,1.59392455,-1.419657645,-0.203027773,1.640068849,1.423695256,-0.154480169,-0.151458577,0.52
-0.97206039,-0.448010521,1.033969253,1.197836354,1.599570858,1.348261066,-0.192266739,0.594992111,1.412735676,0.354506805,-0.154480169,-0.151458577,0.58
-0.443189653,3.119646906,1.198087964,0.949447597,1.353701537,0.691669573,0.60086301,0.761878399,0.346275644,-0.319182471,-0.154480169,-0.151458577,2.87
3.125442838,1.358221846,0.951909897,0.659660715,0.696559895,-0.036387661,0.766726646,1.010690682,-0.32569447,-1.143697703,-0.154480169,-0.151458577,7.99
1.36353637,0.285833611,0.664702151,0.411271959,-0.032107367,-0.393716365,1.014014249,0.913593206,-1.148105655,-1.304578724,-0.154480169,-0.151458577,9.94
0.290855043,1.117258102,0.418524084,0.494068211,-0.389735471,-0.304384189,0.91751177,0.862010171,-1.30857613,-1.177214582,-0.154480169,-0.151458577,6.65
1.122506768,0.258949226,0.50058344,0.535466337,-0.300328445,0.21820904,0.866244828,0.855941579,-1.181537004,-0.778363718,-0.154480169,-0.151458577,3.38
0.263963311,0.94300746,0.541613118,0.162883203,0.222702657,-0.308850798,0.860213423,0.643540849,-0.783703951,-0.945948115,-0.154480169,-0.151458577,2.58
0.948208502,-0.789541779,0.172346017,-0.168301806,-0.304798796,-0.460715497,0.64911425,0.03061303,-0.950860696,-0.379512853,-0.154480169,-0.151458577,2.63
-0.784814253,-0.773610291,-0.155891406,-1.410245587,-0.456790741,-1.273638298,0.039942351,-1.198276906,-0.385870898,0.367913556,-0.154480169,-0.151458577,0.97
