,precipitation,temperature,dengue_incidence,temp_min,temp_max,deltemp,dengue_befor,precipitation1,temperature1,dengue_incidence1,temp_min1,temp_max1,deltemp1,dengue_befor1,precipitation,temperature,dengue_incidence,temp_min,temp_max,deltemp,dengue_befor,precipitation1,temperature1,dengue_incidence1,temp_min1,temp_max1,deltemp1,dengue_befor1,,precipitation,temperature,dengue_incidence,temp_min,temp_max,deltemp,dengue_befor,precipitation1,temperature1,dengue_incidence1,temp_min1,temp_max1,deltemp1,dengue_befor1
1/1/2004,2.8,21.5,0,15.42,31.38,15.96,6.21,4.9,24,0.19,17.4,34.09,16.69,6.21,97.59739583,26.57994792,4.209947917,21.44755208,33.22182292,11.77421875,4.335,98.09371728,26.6065445,4.231989529,21.47910995,33.23146597,11.75230366,4.325183246,ม.ค.-47,-0.944172667,-2.084286267,-0.594519016,-1.817730371,-0.823359547,1.399363137,0.521892462,-0.927946574,-1.079060578,-0.56983438,-1.237722756,0.383473566,1.654961724,0.52362516
1/2/2004,4.9,24,0.19,17.4,34.09,16.69,6.21,0,28,0.25,19.81,37.55,17.74,6.21,100.4026055,2.437260177,7.081267043,3.31597699,2.23696066,2.991204456,3.592694157,100.4300462,2.415568277,7.093270734,3.295657229,2.238834976,2.98357132,3.599553458,ก.พ.-47,-0.923256876,-1.05854432,-0.56768766,-1.220621281,0.388105656,1.643411984,0.521892462,-0.976736754,0.576864463,-0.561375658,-0.506457387,1.92892021,2.006888957,0.52362516
1/3/2004,0,28,0.25,19.81,37.55,17.74,6.21,0.5,30.3,0.37,23.63,37.89,14.26,6.21,,,,,,,,,,,,,,,มี.ค.-47,-0.97206039,0.582642796,-0.5592146,-0.493836986,1.934847206,1.994441148,0.521892462,-0.971758164,1.529021362,-0.544458216,0.652643738,2.080784909,0.840501555,0.52362516
1/4/2004,0.5,30.3,0.37,23.63,37.89,14.26,6.21,249.1,27.55,0.86,23.89,31.22,7.33,6.21,,,,,,,,,,,,,,0.004614792,เม.ย.-47,-0.96708044,1.526325387,-0.54226848,0.658161357,2.08683915,0.831030204,0.521892462,1.503596668,0.390572896,-0.475378659,0.731535437,-0.898443159,-1.482218184,0.52362516
1/5/2004,249.1,27.55,0.86,23.89,31.22,7.33,6.21,178.8,26.7,3.18,23.99,32.65,8.66,6.21,,,,,,,,,,,,,,1.000576207,พ.ค.-47,1.508950923,0.398009245,-0.473071824,0.736569621,-0.894885168,-1.485762279,0.521892462,0.803606946,0.038688825,-0.148308103,0.761878399,-0.259718101,-1.036443689,0.52362516
1/6/2004,178.8,26.7,3.18,23.99,32.65,8.66,6.21,218,26.2,9.55,23.92,32.98,9.06,6.21,,,,,,,,,,,,,,,มิ.ย.-47,0.80876989,0.049256983,-0.14544684,0.766726646,-0.255624932,-1.041125338,0.521892462,1.193928384,-0.168301806,0.749726138,0.740638326,-0.112320011,-0.902376171,0.52362516
1/7/2004,218,26.2,9.55,23.92,32.98,9.06,6.21,115.7,26.6,7.81,24.12,32.93,8.81,6.21,,,,,,,,,,,,,,,ก.ค.-47,1.199198005,-0.155891406,0.754109688,0.745616729,-0.108103339,-0.907399942,0.521892462,0.175308918,-0.002709301,0.504423221,0.801324248,-0.134653055,-0.98616837,0.52362516
1/8/2004,115.7,26.6,7.81,24.12,32.93,8.81,6.21,371.4,25.8,5.54,23.4,30.96,7.56,6.21,,19.33333333,,,,,,,,,,,,,ส.ค.-47,0.180300143,0.008227305,0.508390951,0.805930778,-0.130455096,-0.990978314,0.521892462,2.721359724,-0.33389431,0.1844016,0.582854927,-1.014574988,-1.405129362,0.52362516
1/9/2004,371.4,25.8,5.54,23.4,30.96,7.56,6.21,38.8,25.5,1.78,21.82,32.22,10.4,6.21,,,,,,,,,,,,,,,ก.ย.-47,2.727046802,-0.320010118,0.18782685,0.5888002,-1.011114302,-1.408870176,0.521892462,-0.590398188,-0.458088688,-0.345678266,0.103436137,-0.451782279,-0.453249988,0.52362516
1/10/2004,38.8,25.5,1.78,21.82,32.22,10.4,6.21,28.9,24.2,0.92,19.69,31.45,11.76,6.21,,,,,,,,,,,,,,,ต.ค.-47,-0.585616235,-0.443099152,-0.343151572,0.11231921,-0.447850038,-0.459419866,0.521892462,-0.688974265,-0.996264326,-0.466919938,-0.54286894,-0.795711157,0.002579571,0.52362516
1/11/2004,28.9,24.2,0.92,19.69,31.45,11.76,6.21,0,19.9,0.18,14.27,29.29,15.03,6.21,,,,,,,,,,,,,,,พ.ย.-47,-0.684219254,-0.976484964,-0.464598764,-0.530025416,-0.792067088,-0.00475352,0.521892462,-0.976736754,-2.776383746,-0.571244167,-2.187457447,-1.760498657,1.098581526,0.52362516
1/12/2004,0,19.9,0.18,14.27,29.29,15.03,6.21,0,21.8,0.06,15.62,31.53,15.91,2.55,,,,,,,,,,,,,,,ธ.ค.-47,-0.97206039,-2.740761114,-0.569099837,-2.164536155,-1.75766297,1.088451591,0.521892462,-0.976736754,-1.989819351,-0.588161609,-1.777827468,-0.759978286,1.393530065,-0.493167629
1/1/2005,0,21.8,0.06,15.62,31.53,15.91,2.55,0,25.1,0.18,17.03,35.48,18.45,2.55,,,,,,,,,,,,,,,ม.ค.-48,-0.97206039,-1.961197234,-0.586045956,-1.757416321,-0.756304278,1.382647462,-0.496841624,-0.976736754,-0.623681192,-0.571244167,-1.349991713,1.004332189,2.2448588,-0.493167629
1/2/2005,0,25.1,0.18,17.03,35.48,18.45,2.55,24.7,26.9,0.25,19.63,35.58,15.94,2.55,,,,,,,,,,,,,,,ก.พ.-48,-0.97206039,-0.607217863,-0.569099837,-1.332202273,1.009484487,2.231803726,-0.496841624,-0.730794419,0.121485077,-0.561375658,-0.561074717,1.048998277,1.403585129,-0.493167629
1/3/2005,24.7,26.9,0.25,19.63,35.58,15.94,2.55,57.2,29.2,0.74,22.97,36.68,13.7,2.55,,,,,,,,,,,,,,,มี.ค.-48,-0.726050838,0.131316339,-0.5592146,-0.548119631,1.054188,1.392676867,-0.496841624,-0.407186085,1.073641976,-0.492296101,0.452380193,1.540325244,0.652807031,-0.493167629
1/4/2005,57.2,29.2,0.74,22.97,36.68,13.7,2.55,104.7,28.6,5.13,24.43,36.04,11.61,2.55,,,,,,,,,,,,,,,เม.ย.-48,-0.402354059,1.07499893,-0.490017944,0.459124994,1.545926643,0.64381465,-0.496841624,0.065779943,0.825253219,0.126600338,0.895387429,1.254462281,-0.047695748,-0.493167629
1/5/2005,104.7,28.6,5.13,24.43,36.04,11.61,2.55,193.5,27.6,5.97,24.86,32.95,8.09,2.55,,,,,,,,,,,,,,,พ.ค.-48,0.070741234,0.828820863,0.129927607,0.899417555,1.259824159,-0.054900543,-0.496841624,0.949977486,0.411271959,0.245022436,1.025862163,-0.125719837,-1.227489901,-0.493167629
1/6/2005,193.5,27.6,5.97,24.86,32.95,8.09,2.55,179.1,27.4,4.5,24.46,33.7,9.25,2.55,,,,,,,,,,,,,,,มิ.ย.-48,0.955180433,0.418524084,0.248550446,1.029092761,-0.121514393,-1.231684027,-0.496841624,0.8065941,0.328475707,0.037783765,0.904490317,0.209275823,-0.838694101,-0.493167629
1/7/2005,179.1,27.4,4.5,24.46,33.7,9.25,2.55,155.2,26.2,3.04,23.84,32.24,8.39,2.55,,,,,,,,,,,,,,,ก.ค.-48,0.81175786,0.336464728,0.040960478,0.908464662,0.213761955,-0.843880379,-0.496841624,0.568617509,-0.168301806,-0.16804512,0.716363957,-0.442849062,-1.126939263,-0.493167629
1/8/2005,155.2,26.2,3.04,23.84,32.24,8.39,2.55,436.3,26,1.64,22.47,32.52,10.04,2.55,,,,,,,,,,,,,,,ส.ค.-48,0.573716229,-0.155891406,-0.165217313,0.721491109,-0.438909335,-1.13138998,-0.496841624,3.367580676,-0.251098058,-0.365415282,0.300665386,-0.317784015,-0.573910754,-0.493167629
1/9/2005,436.3,26,1.64,22.47,32.52,10.04,2.55,192,26,1.09,22.96,33.29,10.33,2.55,,,,,,,,,,,,,,,ก.ย.-48,3.37344437,-0.237950762,-0.362922045,0.308339871,-0.313739499,-0.579772722,-0.496841624,0.935041716,-0.251098058,-0.442953561,0.449345897,0.026144862,-0.476711803,-0.493167629
1/10/2005,192,26,1.09,22.96,33.29,10.33,2.55,22.8,24.5,0.85,20.81,31.83,11.02,2.55,,,,,,,,,,,,,,,ต.ค.-48,0.940240582,-0.237950762,-0.440591761,0.456109292,0.030477551,-0.48282181,-0.496841624,-0.749713061,-0.872069948,-0.476788446,-0.203027773,-0.625980022,-0.245445336,-0.493167629
1/11/2005,22.8,24.5,0.85,20.81,31.83,11.02,2.55,27.9,21.8,0.12,16.86,27.84,10.98,2.55,,,,,,,,,,,,,,,พ.ย.-48,-0.74497465,-0.853395931,-0.474484001,-0.192266739,-0.622193739,-0.252145502,-0.496841624,-0.698931445,-1.989819351,-0.579702888,-1.401574747,-2.408156933,-0.258852088,-0.493167629
1/12/2005,27.9,21.8,0.12,16.86,27.84,10.98,2.55,0,21.2,0.18,14.24,31.05,16.82,1.96,,,,,,,,,,,,,,,ธ.ค.-48,-0.694179155,-1.961197234,-0.577572896,-1.383469215,-2.405863908,-0.265518042,-0.496841624,-0.976736754,-2.238208108,-0.571244167,-2.196560335,-0.974375509,1.698533667,-0.65707685
1/1/2006,0,21.2,0.18,14.24,31.05,16.82,1.96,0,24.7,0.06,18.02,33.49,15.47,1.96,,,,,,,,,,,,,,,ม.ค.-49,-0.97206039,-2.207375301,-0.569099837,-2.173583262,-0.97088114,1.686872738,-0.661063786,-0.976736754,-0.789273696,-0.588161609,-1.049596395,0.115477038,1.246055796,-0.65707685
1/2/2006,0,24.7,0.06,18.02,33.49,15.47,1.96,18,27.8,0.24,20.52,36.9,16.38,1.96,,,,,,,,,,,,,,,ก.พ.-49,-0.97206039,-0.771336575,-0.586045956,-1.033647728,0.119884577,1.235549527,-0.661063786,-0.797507522,0.494068211,-0.562785445,-0.291022361,1.638590638,1.551059398,-0.65707685
1/3/2006,18,27.8,0.24,20.52,36.9,16.38,1.96,206.7,28.4,0.61,22.61,35.93,13.32,1.96,,,,,,,,,,,,,,,มี.ค.-49,-0.792782174,0.50058344,-0.560626777,-0.279722111,1.644274371,1.539774802,-0.661063786,1.081412255,0.742456967,-0.510623331,0.343145532,1.205329584,0.525442889,-0.65707685
1/4/2006,206.7,28.4,0.61,22.61,35.93,13.32,1.96,219.5,26.5,3.45,22.59,33.93,11.34,1.96,,,,,,,,,,,,,,,เม.ย.-49,1.086651125,0.746761507,-0.50837624,0.350559705,1.210650295,0.516775524,-0.661063786,1.208864153,-0.044107427,-0.110243858,0.337076939,0.312007825,-0.138191322,-0.65707685
1/5/2006,219.5,26.5,3.45,22.59,33.93,11.34,1.96,180.4,27.6,8.95,24.19,33.97,9.79,1.96,,,,,,,,,,,,,,,พ.ค.-49,1.214137856,-0.032802373,-0.107318071,0.3445283,0.316580035,-0.145165186,-0.661063786,0.819538434,0.411271959,0.665138925,0.822564321,0.32987426,-0.657702952,-0.65707685
1/6/2006,180.4,27.6,8.95,24.19,33.97,9.79,1.96,269.3,26.4,5.93,23.61,32.52,8.91,1.96,,,,,,,,,,,,,,,มิ.ย.-49,0.824705731,0.418524084,0.669379089,0.827040696,0.33446144,-0.663351095,-0.661063786,1.704731694,-0.085505554,0.239383288,0.646575145,-0.317784015,-0.95265149,-0.65707685
1/7/2006,269.3,26.4,5.93,23.61,32.52,8.91,1.96,341.4,26,4.65,23.49,31.79,8.31,1.96,,,,,,,,,,,,,,,ก.ค.-49,1.710140921,-0.073832051,0.24290174,0.652129952,-0.313739499,-0.957546965,-0.661063786,2.422644338,-0.251098058,0.058930568,0.610163592,-0.643846458,-1.153752767,-0.65707685
1/8/2006,341.4,26,4.65,23.49,31.79,8.31,1.96,194.8,26.7,0.97,23.53,32.65,9.12,1.96,,,,,,,,,,,,,,,ส.ค.-49,2.428249775,-0.237950762,0.062143128,0.615941523,-0.640075144,-1.158135059,-0.661063786,0.962921819,0.038688825,-0.459871003,0.622300776,-0.259718101,-0.882266044,-0.65707685
1/9/2006,194.8,26.7,0.97,23.53,32.65,9.12,1.96,69.9,25.8,0.91,22.14,32.6,10.46,1.96,,,,,,,,,,,,,,,ก.ย.-49,0.968128304,0.049256983,-0.457537881,0.628004333,-0.255624932,-0.887341133,-0.661063786,-0.280729905,-0.33389431,-0.468329725,0.200533613,-0.282051145,-0.43313986,-0.65707685
1/10/2006,69.9,25.8,0.91,22.14,32.6,10.46,1.96,0,24,0.42,18.32,32.56,14.24,1.96,,,,,,,,,,,,,,,ต.ค.-49,-0.275863318,-0.320010118,-0.466010941,0.208821689,-0.277976689,-0.439361056,-0.661063786,-0.976736754,-1.079060578,-0.537409282,-0.958567511,-0.29991758,0.833798179,-0.65707685
1/11/2006,0,24,0.42,18.32,32.56,14.24,1.96,0,21.9,0.24,15.76,30.21,14.46,1.96,,,,,,,,,,,,,,,พ.ย.-49,-0.97206039,-1.05854432,-0.535207597,-0.943176654,-0.295858094,0.824343934,-0.661063786,-0.976736754,-1.948421225,-0.562785445,-1.735347322,-1.349570648,0.907535314,-0.65707685
1/12/2006,0,21.9,0.24,15.76,30.21,14.46,1.96,0,21.1,0.06,14.77,30.83,16.07,2.22,,,,,,,,,,,,,,,ธ.ค.-49,-0.97206039,-1.920167556,-0.560626777,-1.715196487,-1.34639065,0.897892902,-0.661063786,-0.976736754,-2.279606234,-0.588161609,-2.03574264,-1.072640902,1.447157072,-0.584845668
1/1/2007,0,21.1,0.06,14.77,30.83,16.07,2.22,0,23.4,0,16.53,33.52,16.99,2.22,,,,,,,,,,,,,,,ม.ค.-50,-0.97206039,-2.248404979,-0.586045956,-2.013751031,-1.069228869,1.43613762,-0.588694697,-0.976736754,-1.327449335,-0.59662033,-1.50170652,0.128876864,1.755512362,-0.584845668
1/2/2007,0,23.4,0,16.53,33.52,16.99,2.22,0,26.6,0.12,19.48,36,16.53,2.22,,,,,,,,,,,,,,,ก.พ.-50,-0.97206039,-1.304722387,-0.594519016,-1.482987396,0.133295631,1.743706031,-0.588694697,-0.976736754,-0.002709301,-0.579702888,-0.606589159,1.236595846,1.601334717,-0.584845668
1/3/2007,0,26.6,0.12,19.48,36,16.53,2.22,56,29.6,0.42,22.96,36.97,14,2.22,,,,,,,,,,,,,,,มี.ค.-50,-0.97206039,0.008227305,-0.577572896,-0.593355168,1.241942754,1.589921826,-0.588694697,-0.4191347,1.23923448,-0.537409282,0.449345897,1.669856899,0.753357669,-0.584845668
1/4/2007,56,29.6,0.42,22.96,36.97,14,2.22,393.5,26.5,1.26,23.25,33.07,9.82,2.22,,,,,,,,,,,,,,,เม.ย.-50,-0.41430594,1.239117642,-0.535207597,0.456109292,1.675566831,0.744108697,-0.588694697,2.941413392,-0.044107427,-0.418987184,0.537340485,-0.072120532,-0.647647888,-0.584845668
1/5/2007,393.5,26.5,1.26,23.25,33.07,9.82,2.22,130.1,27.8,2.95,24.39,34.43,10.04,2.22,,,,,,,,,,,,,,,พ.ค.-50,2.947160612,-0.032802373,-0.416584758,0.543564663,-0.067870177,-0.65332169,-0.588694697,0.318692303,0.494068211,-0.180733201,0.883250244,0.535338265,-0.573910754,-0.584845668
1/6/2007,130.1,27.8,2.95,24.39,34.43,10.04,2.22,74.6,27,4.63,24.05,32.95,8.91,2.22,,,,,,,,,,,,,,,มิ.ย.-50,0.323722716,0.50058344,-0.177926903,0.887354745,0.5400976,-0.579772722,-0.588694697,-0.233931161,0.162883203,0.056110994,0.780084176,-0.125719837,-0.95265149,-0.584845668
1/7/2007,74.6,27,4.63,24.05,32.95,8.91,2.22,153.2,26.9,4.45,23.75,33.15,9.4,2.22,,,,,,,,,,,,,,,ก.ค.-50,-0.229051783,0.172346017,0.059318775,0.784820861,-0.121514393,-0.957546965,-0.588694697,0.54870315,0.121485077,0.03073483,0.689055291,-0.036387661,-0.788418782,-0.584845668
1/8/2007,153.2,26.9,4.45,23.75,33.15,9.4,2.22,179.8,26.9,3.01,23.45,32.81,9.36,2.22,,,,,,,,,,,,,,,ส.ค.-50,0.553796427,0.131316339,0.033899595,0.694349787,-0.032107367,-0.793733356,-0.588694697,0.813564126,0.121485077,-0.17227448,0.598026407,-0.18825236,-0.801825533,-0.584845668
1/9/2007,179.8,26.9,3.01,23.45,32.81,9.36,2.22,64.6,25.8,1.14,22.18,32.29,10.11,2.22,,,,,,,,,,,,,,,ก.ย.-50,0.818729791,0.131316339,-0.169453843,0.603878713,-0.184099311,-0.807105895,-0.588694697,-0.333502956,-0.33389431,-0.435904626,0.212670798,-0.420516018,-0.550448938,-0.584845668
1/10/2007,64.6,25.8,1.14,22.18,32.29,10.11,2.22,73.5,23.1,0.9,18.35,30.52,12.16,2.22,,,,,,,,,,,,,,,ต.ค.-50,-0.328650792,-0.320010118,-0.433530878,0.220884499,-0.416557579,-0.556370778,-0.588694697,-0.244884058,-1.451643713,-0.469739511,-0.949464623,-1.211105775,0.136647089,-0.584845668
1/11/2007,73.5,23.1,0.9,18.35,30.52,12.16,2.22,0,21.8,0.24,15.09,30.94,15.85,2.22,,,,,,,,,,,,,,,พ.ย.-50,-0.240007674,-1.427811421,-0.467423117,-0.934129547,-1.207809759,0.128971876,-0.588694697,-0.976736754,-1.989819351,-0.562785445,-1.938645163,-1.023508205,1.373419937,-0.584845668
1/12/2007,0,21.8,0.24,15.09,30.94,15.85,2.22,16.6,22.3,0.54,14.71,31.09,16.37,1.6,,,,,,,,,,,,,,,ธ.ค.-50,-0.97206039,-1.961197234,-0.560626777,-1.917248552,-1.020055005,1.362588653,-0.588694697,-0.811447574,-1.782828721,-0.520491839,-2.053948417,-0.956509073,1.54770771,-0.757089255
1/1/2008,16.6,22.3,0.54,14.71,31.09,16.37,1.6,13.8,24.5,0.66,17.39,32.05,14.66,1.6,,,,,,,,,,,,,,,ม.ค.-51,-0.806726035,-1.756048844,-0.518261477,-2.031845246,-0.952999735,1.536431667,-0.761267138,-0.839327676,-0.872069948,-0.503574396,-1.240757052,-0.527714629,0.974569073,-0.757089255
1/2/2008,13.8,24.5,0.66,17.39,32.05,14.66,1.6,9.4,27.8,0.48,20.53,35.82,15.29,1.6,,,,,,,,,,,,,,,ก.พ.-51,-0.834613758,-0.853395931,-0.501315357,-1.223636984,-0.52384601,0.9647556,-0.761267138,-0.883139266,0.494068211,-0.52895056,-0.287988065,1.156196888,1.185725413,-0.757089255
1/3/2008,9.4,27.8,0.48,20.53,35.82,15.29,1.6,57.2,29.9,1.98,23.88,37.58,13.69,1.6,,,,,,,,,,,,,,,มี.ค.-51,-0.878437322,0.50058344,-0.526734537,-0.276706408,1.161476431,1.175373099,-0.761267138,-0.407186085,1.363428858,-0.317482529,0.728501141,1.942320036,0.649455343,-0.757089255
1/4/2008,57.2,29.9,1.98,23.88,37.58,13.69,1.6,158.7,27.4,5.88,23.29,33.77,10.48,1.6,,,,,,,,,,,,,,,เม.ย.-51,-0.402354059,1.362206676,-0.314908039,0.733553919,1.94825826,0.640471515,-0.761267138,0.603467638,0.328475707,0.232334354,0.549477669,0.240542084,-0.426436484,-0.757089255
1/5/2008,158.7,27.4,5.88,23.29,33.77,10.48,1.6,147.1,28,16.36,24.12,33.86,9.73,1.6,,,,,,,,,,,,,,,พ.ค.-51,0.608575882,0.336464728,0.235840856,0.555627473,0.245054414,-0.432674787,-0.761267138,0.487964355,0.576864463,1.709791001,0.801324248,0.280741563,-0.67781308,-0.757089255
1/6/2008,147.1,28,16.36,24.12,33.86,9.73,1.6,101.6,27.8,25.59,24.13,34.14,10.01,1.6,,,,,,,,,,,,,,,มิ.ย.-51,0.493041031,0.582642796,1.71580199,0.805930778,0.285287576,-0.683409904,-0.761267138,0.034912687,0.494068211,3.011024289,0.804358545,0.40580661,-0.583965817,-0.757089255
1/7/2008,101.6,27.8,25.59,24.13,34.14,10.01,1.6,170.9,27.3,26.44,24.09,32.46,8.37,1.6,,,,,,,,,,,,,,,ก.ค.-51,0.039865541,0.50058344,3.019241042,0.808946481,0.410457412,-0.589802127,-0.761267138,0.724945228,0.287077581,3.130856174,0.79222136,-0.344583668,-1.133642639,-0.757089255
1/8/2008,170.9,27.3,26.44,24.09,32.46,8.37,1.6,236.4,27,16.06,23.13,33.13,10,1.6,,,,,,,,,,,,,,,ส.ค.-51,0.730086673,0.29543505,3.139276057,0.796883671,-0.340561607,-1.13807625,-0.761267138,1.377140487,0.162883203,1.667497395,0.500928931,-0.045320879,-0.587317505,-0.757089255
1/9/2008,236.4,27,16.06,23.13,33.13,10,1.6,188.1,26.7,10.06,22.31,32.21,9.9,1.6,,,,,,,,,,,,,,,ก.ย.-51,1.382460181,0.172346017,1.67343669,0.507376234,-0.04104807,-0.593145262,-0.761267138,0.896208716,0.038688825,0.821625268,0.252116648,-0.456248888,-0.620834385,-0.757089255
1/10/2008,188.1,26.7,10.06,22.31,32.21,9.9,1.6,34.1,24.2,6.83,17.58,30.84,13.25,1.6,,,,,,,,,,,,,,,ต.ค.-51,0.901396968,0.049256983,0.826130698,0.260088631,-0.452320389,-0.626576611,-0.761267138,-0.637196932,-0.996264326,0.366264107,-1.183105425,-1.068174293,0.501981074,-0.757089255
1/11/2008,34.1,24.2,6.83,17.58,30.84,13.25,1.6,7.1,21.6,2.75,14.67,28.86,14.19,1.6,,,,,,,,,,,,,,,พ.ย.-51,-0.632427769,-0.976484964,0.369997638,-1.166338637,-1.064758518,0.49337358,-0.761267138,-0.906040779,-2.072615603,-0.208928939,-2.066085601,-1.952562835,0.81703974,-0.757089255
1/12/2008,7.1,21.6,2.75,14.67,28.86,14.19,1.6,0,21.4,2.4,13.26,28.75,15.5,9.47,,,,,,,,,,,,,,,ธ.ค.-51,-0.901345094,-2.043256589,-0.206170436,-2.043908056,-1.949888076,0.80762826,-0.761267138,-0.976736754,-2.155411856,-0.25827148,-2.493921357,-2.001695532,1.256110859,1.429293054
1/1/2009,0,21.4,2.4,13.26,28.75,15.5,9.47,0,25.4,0.86,16.48,34.32,17.83,9.47,,,,,,,,,,,,,,,ม.ค.-52,-0.97206039,-2.125315945,-0.255596619,-2.469122104,-1.99906194,1.245578931,1.42928949,-0.976736754,-0.499486814,-0.475378659,-1.516878,0.486205568,2.037054148,1.429293054
1/2/2009,0,25.4,0.86,16.48,34.32,17.83,9.47,16.7,27.1,1.41,19.09,35.31,16.22,9.47,,,,,,,,,,,,,,,ก.พ.-52,-0.97206039,-0.48412883,-0.473071824,-1.498065909,0.490923735,2.024529362,1.42928949,-0.810451856,0.204281329,-0.397840381,-0.724926709,0.928399839,1.497432391,1.429293054
1/3/2009,16.7,27.1,1.41,19.09,35.31,16.22,9.47,97.9,29.6,0.98,23.5,36.42,12.91,9.47,,,,,,,,,,,,,,,มี.ค.-52,-0.805730045,0.213375695,-0.395402108,-0.710967564,0.933488514,1.486284644,1.42928949,-0.001928878,1.23923448,-0.458461216,0.613197888,1.424193416,0.388023684,1.429293054
1/4/2009,97.9,29.6,0.98,23.5,36.42,12.91,9.47,142,28.5,4.79,23.75,34.94,11.19,9.47,,,,,,,,,,,,,,,เม.ย.-52,0.003013908,1.239117642,-0.456125704,0.618957225,1.429697509,0.379706993,1.42928949,0.43718274,0.783855093,0.078667584,0.689055291,0.763135314,-0.188466641,1.429293054
1/5/2009,142,28.5,4.79,23.75,34.94,11.19,9.47,140.2,27.7,7.91,23.49,31.98,8.49,9.47,,,,,,,,,,,,,,,พ.ค.-52,0.442245537,0.787791185,0.081913601,0.694349787,0.768085516,-0.195312209,1.42928949,0.419259817,0.452670085,0.51852109,0.610163592,-0.55898089,-1.093422384,1.429293054
1/6/2009,140.2,27.7,7.91,23.49,31.98,8.49,9.47,124,27.8,6.93,24.06,32.13,8.07,9.47,,,,,,,,,,,,,,,มิ.ย.-52,0.424317715,0.459553762,0.522512717,0.615941523,-0.555138469,-1.097958631,1.42928949,0.257953508,0.494068211,0.380361976,0.783118472,-0.491981759,-1.234193277,1.429293054
1/7/2009,124,27.8,6.93,24.06,32.13,8.07,9.47,126.8,28,6.99,23.76,33.2,9.44,9.47,,,,,,,,,,,,,,,ก.ค.-52,0.262967321,0.50058344,0.384119405,0.787836563,-0.4880832,-1.238370297,1.42928949,0.285833611,0.576864463,0.388820697,0.692089588,-0.014054617,-0.77501203,1.429293054
