,precipitation,temperature,dengue_incidence,temp_min,temp_max,deltemp,dengue_befor,precipitation1,temperature1,dengue_incidence1,temp_min1,temp_max1,deltemp1,dengue_befor1,precipitation,temperature,dengue_incidence,temp_min,temp_max,deltemp,dengue_befor,precipitation1,temperature1,dengue_incidence1,temp_min1,temp_max1,deltemp1,dengue_befor1,,precipitation,temperature,dengue_incidence,temp_min,temp_max,deltemp,dengue_befor,precipitation1,temperature1,dengue_incidence1,temp_min1,temp_max1,deltemp1,dengue_befor1
1/1/2016,34.2,21.6,0.4,13.96,29.8,15.84,3.32,45.3,24.2,0.23,17.07,32.27,15.2,3.32,,,,,,,,,,,,,,,ม.ค.-59,-0.631431779,-2.043256589,-0.53803195,-2.258022931,-1.529675053,1.359245518,-0.282517786,-0.525676521,-0.996264326,-0.564195232,-1.337854528,-0.429449235,1.155560221,-0.279252207
1/2/2016,45.3,24.2,0.23,17.07,32.27,15.2,3.32,0,29.4,0.06,21.49,36.5,15.01,3.32,,,,,,,,,,,,,,,ก.พ.-59,-0.520876879,-0.976484964,-0.562038953,-1.320139463,-0.425498282,1.145284884,-0.282517786,-0.976736754,1.156438228,-0.588161609,0.003304364,1.459926286,1.091878151,-0.279252207
1/3/2016,0,29.4,0.06,21.49,36.5,15.01,3.32,17.7,32.4,0.23,25.32,39.04,13.72,3.32,,,,,,,,,,,,,,,มี.ค.-59,-0.97206039,1.157058286,-0.586045956,0.012801029,1.465460319,1.081765321,-0.282517786,-0.800494676,2.398382009,-0.564195232,1.165439785,2.59444492,0.659510407,-0.279252207
1/4/2016,17.7,32.4,0.23,25.32,39.04,13.72,3.32,85.7,31.1,0.69,25.36,37.37,12,3.32,,,,,,,,,,,,,,,เม.ย.-59,-0.795770144,2.387948623,-0.562038953,1.167815075,2.60092955,0.65050092,-0.282517786,-0.123406468,1.86020637,-0.499345036,1.177576969,1.848521251,0.083020082,-0.279252207
1/5/2016,85.7,31.1,0.69,25.36,37.37,12,3.32,236.1,28.1,0.92,24.33,33.09,8.76,3.32,,,,,,,,,,,,,,,พ.ค.-59,-0.118496883,1.85456281,-0.497078827,1.179877885,1.854380883,0.075481718,-0.282517786,1.374153334,0.618262589,-0.466919938,0.865044467,-0.063187314,-1.002926809,-0.279252207
1/6/2016,236.1,28.1,0.92,24.33,33.09,8.76,3.32,162.1,27.6,9.76,24.51,32.23,7.71,3.32,,,,,,,,,,,,,,,มิ.ย.-59,1.379472211,0.623672474,-0.464598764,0.86926053,-0.058929475,-1.007693989,-0.282517786,0.637322048,0.411271959,0.779331662,0.919661798,-0.447315671,-1.354854043,-0.279252207
1/7/2016,162.1,27.6,9.76,24.51,32.23,7.71,3.32,132.1,27.7,16.28,24.43,31.99,7.56,3.32,,,,,,,,,,,,,,,ก.ค.-59,0.642439545,0.418524084,0.783765398,0.923543175,-0.443379687,-1.358723153,-0.282517786,0.338606662,0.452670085,1.698512706,0.895387429,-0.554514282,-1.405129362,-0.279252207
1/8/2016,132.1,27.7,16.28,24.43,31.99,7.56,3.32,213.1,27.6,9.4,24.38,31.78,7.4,3.32,,,,,,,,,,,,,,,ส.ค.-59,0.343642518,0.459553762,1.704504577,0.899417555,-0.550668118,-1.408870176,-0.282517786,1.145138204,0.411271959,0.728579335,0.880215948,-0.648313066,-1.458756369,-0.279252207
1/9/2016,213.1,27.6,9.4,24.38,31.78,7.4,3.32,141.7,27.6,4.9,23.41,32.68,9.27,3.32,,,,,,,,,,,,,,,ก.ย.-59,1.15039449,0.418524084,0.732927039,0.884339043,-0.644545495,-1.462360335,-0.282517786,0.434195586,0.411271959,0.09417524,0.585889223,-0.246318275,-0.831990725,-0.279252207
1/10/2016,141.7,27.6,4.9,23.41,32.68,9.27,3.32,105.3,26.3,1.84,21.6,32.32,10.72,3.32,,,,,,,,,,,,,,,ต.ค.-59,0.439257567,0.418524084,0.097447544,0.591815903,-0.242213878,-0.837194109,-0.282517786,0.071754251,-0.12690368,-0.337219545,0.036681622,-0.407116191,-0.345995974,-0.279252207
1/11/2016,105.3,26.3,1.84,21.6,32.32,10.72,3.32,6,24,0.63,18.75,30.37,11.62,3.32,,,,,,,,,,,,,,,พ.ย.-59,0.076717174,-0.114861728,-0.334678512,0.045973756,-0.403146525,-0.352439549,-0.282517786,-0.916993677,-1.079060578,-0.507803757,-0.828092777,-1.278104907,-0.04434406,-0.279252207
1/12/2016,6,24,0.63,18.75,30.37,11.62,3.32,27.5,23.7,0.75,18.56,29.47,10.91,3.78,,,,,,,,,,,,,,,ธ.ค.-59,-0.912300985,-1.05854432,-0.505551887,-0.813501448,-1.274865029,-0.051557408,-0.282517786,-0.702914317,-1.203254957,-0.490886315,-0.885744404,-1.680099699,-0.282313903,-0.151458577
1/1/2017,27.5,23.7,0.75,18.56,29.47,10.91,3.78,0,25,0.29,16.74,33.42,16.68,3.78,,,,,,,,,,,,,,,ม.ค.-60,-0.698163115,-1.181633354,-0.488605767,-0.870799795,-1.677196646,-0.288919986,-0.154480169,-0.976736754,-0.665079318,-0.555736511,-1.437986301,0.084210776,1.651610036,-0.151458577
1/2/2017,0,25,0.29,16.74,33.42,16.68,3.78,0,29.1,0.52,20.81,36.8,16,3.78,,,,,,,,,,,,,,,ก.พ.-60,-0.97206039,-0.648247541,-0.553565893,-1.419657645,0.088592118,1.640068849,-0.154480169,-0.976736754,1.03224385,-0.523311413,-0.203027773,1.59392455,1.423695256,-0.151458577
1/3/2017,0,29.1,0.52,20.81,36.8,16,3.78,53.1,29.5,0.58,23.44,36.25,12.81,3.78,,,,,,,,,,,,,,,มี.ค.-60,-0.97206039,1.033969253,-0.52108583,-0.192266739,1.599570858,1.412735676,-0.154480169,-0.448010521,1.197836354,-0.514852691,0.594992111,1.348261066,0.354506805,-0.151458577
1/4/2017,53.1,29.5,0.58,23.44,36.25,12.81,3.78,411.4,28.9,2.87,23.99,34.78,10.8,3.78,,,,,,,,,,,,,,,เม.ย.-60,-0.443189653,1.198087964,-0.51261277,0.60086301,1.353701537,0.346275644,-0.154480169,3.119646906,0.949447597,-0.192011497,0.761878399,0.691669573,-0.319182471,-0.151458577
1/5/2017,411.4,28.9,2.87,23.99,34.78,10.8,3.78,234.5,28.2,7.99,24.81,33.15,8.34,3.78,,,,,,,,,,,,,,,พ.ค.-60,3.125442838,0.951909897,-0.189224317,0.766726646,0.696559895,-0.32569447,-0.154480169,1.358221846,0.659660715,0.529799385,1.010690682,-0.036387661,-1.143697703,-0.151458577
1/6/2017,234.5,28.2,7.99,24.81,33.15,8.34,3.78,126.8,27.6,9.94,24.49,32.35,7.86,3.78,,,,,,,,,,,,,,,มิ.ย.-60,1.36353637,0.664702151,0.53381013,1.014014249,-0.032107367,-1.148105655,-0.154480169,0.285833611,0.411271959,0.804707826,0.913593206,-0.393716365,-1.304578724,-0.151458577
1/7/2017,126.8,27.6,9.94,24.49,32.35,7.86,3.78,210.3,27.8,6.65,24.32,32.55,8.24,3.78,,,,,,,,,,,,,,,ก.ค.-60,0.290855043,0.418524084,0.809184578,0.91751177,-0.389735471,-1.30857613,-0.154480169,1.117258102,0.494068211,0.340887943,0.862010171,-0.304384189,-1.177214582,-0.151458577
1/8/2017,210.3,27.8,6.65,24.32,32.55,8.24,3.78,124.1,27.9,3.38,24.3,33.72,9.43,3.78,,,,,,,,,,,,,,,ส.ค.-60,1.122506768,0.50058344,0.344578459,0.866244828,-0.300328445,-1.181537004,-0.154480169,0.258949226,0.535466337,-0.120112366,0.855941579,0.21820904,-0.778363718,-0.151458577
1/9/2017,124.1,27.9,3.38,24.3,33.72,9.43,3.78,192.8,27,2.58,23.6,32.54,8.93,3.78,,,,,,,,,,,,,,,ก.ย.-60,0.263963311,0.541613118,-0.117203307,0.860213423,0.222702657,-0.783703951,-0.154480169,0.94300746,0.162883203,-0.232895316,0.643540849,-0.308850798,-0.945948115,-0.151458577
1/10/2017,192.8,27,2.58,23.6,32.54,8.93,3.78,18.8,26.2,2.63,21.58,32.2,10.62,3.78,,,,,,,,,,,,,,,ต.ค.-60,0.948208502,0.172346017,-0.23017744,0.64911425,-0.304798796,-0.950860696,-0.154480169,-0.789541779,-0.168301806,-0.225846382,0.03061303,-0.460715497,-0.379512853,-0.151458577
1/11/2017,18.8,26.2,2.63,21.58,32.2,10.62,3.78,20.4,23.2,0.97,17.53,30.38,12.85,3.78,,,,,,,,,,,,,,,พ.ย.-60,-0.784814253,-0.155891406,-0.223116556,0.039942351,-0.456790741,-0.385870898,-0.154480169,-0.773610291,-1.410245587,-0.459871003,-1.198276906,-1.273638298,0.367913556,-0.151458577
1/12/2017,20.4,23.2,0.97,17.53,30.38,12.85,3.78,0.3,23.4,0.34,17.62,30.17,12.55,3.26,,,,,,,,,,,,,,,ธ.ค.-60,-0.768878412,-1.386781743,-0.457537881,-1.181417149,-1.270394678,0.359648184,-0.154480169,-0.9737496,-1.327449335,-0.548687577,-1.170968241,-1.367437083,0.267362918,-0.295920941
1/1/2018,0.3,23.4,0.34,17.62,30.17,12.55,3.26,0,25.3,0.17,17.93,33.35,15.41,3.26,,,,,,,,,,,,,,,ม.ค.-61,-0.96907242,-1.304722387,-0.54650501,-1.154275827,-1.364272055,0.259354137,-0.299218345,-0.976736754,-0.54088494,-0.572653953,-1.07690506,0.052944515,1.225945668,-0.295920941
1/2/2018,0,25.3,0.17,17.93,33.35,15.41,3.26,10.6,27.9,0.17,20.62,35.46,14.84,3.26,,,,,,,,,,,,,,,ก.พ.-61,-0.97206039,-0.525158507,-0.570512013,-1.060789051,0.057299659,1.215490717,-0.299218345,-0.871190651,0.535466337,-0.572653953,-0.2606794,0.995398971,1.034899456,-0.295920941
1/3/2018,10.6,27.9,0.17,20.62,35.46,14.84,3.26,36.3,28.8,0.4,22.74,35.48,12.75,3.26,,,,,,,,,,,,,,,มี.ค.-61,-0.86648544,0.541613118,-0.570512013,-0.249565086,1.000543784,1.024932028,-0.299218345,-0.615291137,0.908049471,-0.540228855,0.382591382,1.004332189,0.334396677,-0.295920941
1/4/2018,36.3,28.8,0.4,22.74,35.48,12.75,3.26,196.7,28.5,1.88,23.6,34.74,11.14,3.26,,,,,,,,,,,,,,,เม.ย.-61,-0.610515988,0.910880219,-0.53803195,0.389763837,1.009484487,0.326216835,-0.299218345,0.98184046,0.783855093,-0.331580397,0.643540849,0.673803138,-0.205225081,-0.295920941
1/5/2018,196.7,28.5,1.88,23.6,34.74,11.14,3.26,144.8,28,4.57,24.58,33.05,8.47,3.26,,,,,,,,,,,,,,,พ.ค.-61,0.987052116,0.787791185,-0.329029805,0.64911425,0.67867849,-0.212027884,-0.299218345,0.465062842,0.576864463,0.047652273,0.940901871,-0.081053749,-1.10012576,-0.295920941
1/6/2018,144.8,28,4.57,24.58,33.05,8.47,3.26,159.4,27.5,5.07,24.42,31.97,7.55,3.26,,,,,,,,,,,,,,,มิ.ย.-61,0.470133259,0.582642796,0.050845715,0.944653092,-0.07681088,-1.104644901,-0.299218345,0.610437664,0.369873833,0.118141617,0.892353133,-0.563447499,-1.40848105,-0.295920941
1/7/2018,159.4,27.5,5.07,24.42,31.97,7.55,3.26,120.3,27.5,3.47,24.24,31.74,7.51,3.26,,,,,,,,,,,,,,,ก.ค.-61,0.615547812,0.377494406,0.121454547,0.896401852,-0.559608821,-1.412213311,-0.299218345,0.221111944,0.369873833,-0.107424284,0.837735802,-0.666179502,-1.421887801,-0.295920941
1/8/2018,120.3,27.5,3.47,24.24,31.74,7.51,3.26,64.2,28.1,4.49,23.82,33.27,9.45,3.26,,,,,,,,,,,,,,,ส.ค.-61,0.226115688,0.377494406,-0.104493717,0.842119208,-0.662426901,-1.425585851,-0.299218345,-0.337485828,0.618262589,0.036373978,0.710295364,0.017211644,-0.771660342,-0.295920941
1/9/2018,64.2,28.1,4.49,23.82,33.27,9.45,3.26,214.6,27.5,1.87,23.3,33.43,10.13,3.26,,,,,,,,,,,,,,,ก.ย.-61,-0.332634753,0.623672474,0.039548301,0.715459704,0.021536849,-0.777017681,-0.299218345,1.160073974,0.369873833,-0.332990184,0.552511965,0.088677385,-0.543745562,-0.295920941
1/10/2018,214.6,27.5,1.87,23.3,33.43,10.13,3.26,8.5,25.9,1.08,20.28,32.47,12.2,3.26,,,,,,,,,,,,,,,ต.ค.-61,1.165334342,0.377494406,-0.330441982,0.558643176,0.09306247,-0.549684508,-0.299218345,-0.892100728,-0.292496184,-0.444363348,-0.363845468,-0.340117059,0.150053841,-0.295920941
1/11/2018,8.5,25.9,1.08,20.28,32.47,12.2,3.26,24.7,24.4,0.74,19.21,31.39,12.18,3.26,,,,,,,,,,,,,,,พ.ย.-61,-0.887401232,-0.27898044,-0.442003938,-0.35209897,-0.336091255,0.142344416,-0.299218345,-0.730794419,-0.913468074,-0.492296101,-0.688515155,-0.82251081,0.143350465,-0.295920941
1/12/2018,24.7,24.4,0.74,19.21,31.39,12.18,3.26,38.8,23.7,0.11,17.8,31.41,13.62,2.02,,,,,,,,,,,,,,,ธ.ค.-61,-0.726050838,-0.894425608,-0.490017944,-0.674779134,-0.818889196,0.135658146,-0.299218345,-0.590398188,-1.203254957,-0.581112675,-1.11635091,-0.813577592,0.625993527,-0.640408115
1/1/2019,38.8,23.7,0.11,17.8,31.41,13.62,2.02,0,25.3,0.23,17.26,34.91,17.65,2.02,,,,,,,,,,,,,,,ม.ค.-62,-0.585616235,-1.181633354,-0.578985073,-1.099993183,-0.809948494,0.617069571,-0.644363227,-0.976736754,-0.54088494,-0.564195232,-1.280202902,0.749735487,1.976723766,-0.640408115
1/2/2019,0,25.3,0.23,17.26,34.91,17.65,2.02,0,28.5,0.51,20.56,36.7,16.14,2.02,,,,,,,,,,,,,,,ก.พ.-62,-0.97206039,-0.525158507,-0.562038953,-1.262841116,0.754674462,1.964352934,-0.644363227,-0.976736754,0.783855093,-0.5247212,-0.278885176,1.549258462,1.470618887,-0.640408115
1/3/2019,0,28.5,0.51,20.56,36.7,16.14,2.02,22.3,31.2,1.13,23.49,39.24,15.74,2.02,,,,,,,,,,,,,,,มี.ค.-62,-0.97206039,0.787791185,-0.522498007,-0.267659301,1.554867345,1.459539565,-0.644363227,-0.75469165,1.901604496,-0.437314413,0.610163592,2.683777096,1.33655137,-0.640408115
1/4/2019,22.3,31.2,1.13,23.49,39.24,15.74,2.02,77.3,31.1,1.47,25.7,37.22,11.52,2.02,,,,,,,,,,,,,,,เม.ย.-62,-0.7499546,1.895592488,-0.434943054,0.615941523,2.690336576,1.325814169,-0.644363227,-0.207046776,1.86020637,-0.389381659,1.280743038,1.781522119,-0.077860939,-0.640408115
1/5/2019,77.3,31.1,1.47,25.7,37.22,11.52,2.02,43.5,29.7,4.47,25.38,34.77,9.39,2.02,,,,,,,,,,,,,,,พ.ค.-62,-0.202160051,1.85456281,-0.386929048,1.282411769,1.787325613,-0.084988757,-0.644363227,-0.543599444,1.280632606,0.033554404,1.183645562,0.687202964,-0.791770469,-0.640408115
1/6/2019,43.5,29.7,4.47,25.38,34.77,9.39,2.02,97.3,29,10.85,25.06,33.72,8.66,2.02,,,,,,,,,,,,,,,มิ.ย.-62,-0.538804701,1.28014732,0.036723948,1.18590929,0.692089544,-0.79707649,-0.644363227,-0.007903185,0.990845724,0.932998432,1.086548085,0.21820904,-1.036443689,-0.640408115
1/7/2019,97.3,29,10.85,25.06,33.72,8.66,2.02,238.3,27.4,10.89,24.48,32.35,7.87,2.02,,,,,,,,,,,,,,,ก.ค.-62,-0.002962033,0.992939575,0.937692653,1.08940681,0.222702657,-1.041125338,-0.644363227,1.396059129,0.328475707,0.938637579,0.910558909,-0.393716365,-1.301227036,-0.640408115
1/8/2019,238.3,27.4,10.89,24.48,32.35,7.87,2.02,214.3,27.8,8.34,23.51,33.75,10.24,2.02,,,,,,,,,,,,,,,ส.ค.-62,1.401383993,0.336464728,0.94334136,0.914496067,-0.389735471,-1.305232995,-0.644363227,1.15708682,0.494068211,0.579141926,0.616232184,0.231608867,-0.506876995,-0.640408115
1/9/2019,214.3,27.8,8.34,23.51,33.75,10.24,2.02,175.5,27.8,7.15,23.02,34.22,11.2,2.02,,,,,,,,,,,,,,,ก.ย.-62,1.162346371,0.50058344,0.583236313,0.621972928,0.236113711,-0.512910024,-0.644363227,0.770748254,0.494068211,0.411377287,0.467551673,0.44153948,-0.185114953,-0.640408115
1/10/2019,175.5,27.8,7.15,23.02,34.22,11.2,2.02,56,26.2,3.66,20.42,33.04,12.63,2.02,,,,,,,,,,,,,,,ต.ค.-62,0.775902217,0.50058344,0.415187291,0.474203507,0.446220222,-0.191969074,-0.644363227,-0.4191347,-0.168301806,-0.080638333,-0.321365322,-0.085520358,0.294176422,-0.640408115
1/11/2019,56,26.2,3.66,20.42,33.04,12.63,2.02,9.1,22.3,1.63,15.11,30.59,15.48,2.02,,,,,,,,,,,,,,,พ.ย.-62,-0.41430594,-0.155891406,-0.077662361,-0.309879136,-0.081281231,0.286099216,-0.644363227,-0.88612642,-1.782828721,-0.366825069,-1.932576571,-1.179839513,1.249407483,-0.640408115
,9.1,22.3,1.63,15.11,30.59,15.48,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
